business_channel_id,registered,site_id,first_time_buyer,promotion_id,coupon_id,device_class_code,locale_code,std_revenue,num_orders,num_units,std_tax,std_shipping,num_promotion_uses,std_total_discount,submit_date,campaign_id,std_item_discount,std_order_discount,std_shipping_discount,std_order_net,std_shipping_net,std_discount,num_order_units
7,true,109,false,12124,10525,desktop,UNKNOWN_LOCALE,27.880000,1,13.000000,4.650000,0.000000,1,0.000000,2017-01-01,,0.000000,0.000000,0.000000,88.340000,,,
7,true,109,true,10115,900173,tablet,UNKNOWN_LOCALE,81.010000,1,8.000000,13.500000,0.000000,1,0.000000,2017-01-01,,0.000000,0.000000,0.000000,64.170000,,,
7,true,109,true,10487,900171,desktop,UNKNOWN_LOCALE,90.470000,1,4.000000,15.080000,0.000000,1,0.000000,2017-01-01,,0.000000,0.000000,0.000000,71.670000,,,
7,true,109,true,10487,900171,smartphone,UNKNOWN_LOCALE,178.850000,2,19.000000,29.800000,0.000000,2,0.000000,2017-01-01,,0.000000,0.000000,0.000000,141.670000,,,
7,true,109,true,10487,900171,tablet,UNKNOWN_LOCALE,92.580000,1,10.000000,15.430000,0.000000,1,0.000000,2017-01-01,,0.000000,0.000000,0.000000,73.330000,,,
7,true,109,true,12104,900156,smartphone,UNKNOWN_LOCALE,129.400000,1,9.000000,21.570000,0.000000,1,0.000000,2017-01-01,,0.000000,0.000000,0.000000,102.500000,,,
7,true,109,true,30523,1,smartphone,UNKNOWN_LOCALE,310.340000,1,17.000000,51.730000,0.000000,1,0.000000,2017-01-01,,0.000000,0.000000,0.000000,245.830000,,,
7,true,112,false,10022,900383,desktop,UNKNOWN_LOCALE,28.852602,1,1.000000,4.714937,1.184599,1,5.242729,2017-01-01,,5.242729,0.000000,0.000000,38.270748,,,
7,true,112,false,11108,1,desktop,UNKNOWN_LOCALE,97.418582,3,16.000000,16.173878,12.209576,3,17.874540,2017-01-01,,0.000000,0.000000,17.874540,132.581225,,,
7,true,112,false,11108,1,smartphone,UNKNOWN_LOCALE,406.669216,3,17.000000,67.780157,17.862811,3,17.862811,2017-01-01,,0.000000,0.000000,17.862811,274.650968,,,
7,true,112,false,11108,1,tablet,UNKNOWN_LOCALE,98.403794,2,8.000000,16.408452,11.916360,2,11.916360,2017-01-01,,0.000000,0.000000,11.916360,66.454814,,,
7,true,112,false,30372,900045,desktop,UNKNOWN_LOCALE,71.087650,1,24.000000,11.834258,4.468632,1,0.000000,2017-01-01,,0.000000,0.000000,0.000000,64.015245,,,
7,true,112,true,10022,900383,desktop,UNKNOWN_LOCALE,86.205946,2,5.000000,14.109625,3.694540,2,15.669544,2017-01-01,,15.669544,0.000000,0.000000,114.354826,,,
7,true,112,true,11108,1,desktop,UNKNOWN_LOCALE,238.409286,6,41.000000,39.537449,18.777654,6,35.807725,2017-01-01,,0.000000,0.000000,35.807725,397.802320,,,
7,true,112,true,11108,1,smartphone,UNKNOWN_LOCALE,336.308746,5,28.000000,56.074914,25.322264,5,29.790900,2017-01-01,,0.000000,0.000000,29.790900,272.187942,,,
7,true,112,true,11108,1,tablet,UNKNOWN_LOCALE,228.674464,4,18.000000,38.118275,23.809262,4,23.809262,2017-01-01,,0.000000,0.000000,23.809262,154.420064,,,
7,true,112,true,30372,900045,desktop,UNKNOWN_LOCALE,267.531649,3,78.000000,44.533878,13.617036,3,0.000000,2017-01-01,,0.000000,0.000000,0.000000,240.930956,,,
7,true,112,true,30372,900045,smartphone,UNKNOWN_LOCALE,66.759761,1,24.000000,11.118808,4.468632,1,0.000000,2017-01-01,,0.000000,0.000000,0.000000,60.109588,,,
7,true,113,true,11181,1,desktop,UNKNOWN_LOCALE,80.320000,1,3.000000,13.390000,3.960000,1,3.960000,2017-01-01,,0.000000,0.000000,3.960000,63.620000,,,
7,true,113,true,11181,1,smartphone,UNKNOWN_LOCALE,93.160000,1,3.000000,15.530000,3.960000,1,3.960000,2017-01-01,,0.000000,0.000000,3.960000,73.790000,,,
7,true,113,true,11184,10080,smartphone,UNKNOWN_LOCALE,30.370000,1,1.000000,4.910000,0.980000,1,8.680000,2017-01-01,,8.680000,0.000000,0.000000,46.750000,,,
7,true,113,true,11201,1,desktop,UNKNOWN_LOCALE,34.610000,1,2.000000,5.770000,3.950000,1,3.950000,2017-01-01,,0.000000,0.000000,3.950000,27.420000,,,
7,true,113,true,11201,1,smartphone,UNKNOWN_LOCALE,30.380000,1,3.000000,4.920000,2.970000,1,3.960000,2017-01-01,,0.000000,0.000000,3.960000,46.750000,,,
